,faithfulness,naturalness,score,motion,motion_index,selected
8575,0.6497,0.6249,0.406,A_person_jumps_straight_up,15,True
8576,0.7545,0.5382,0.4061,Someone_raises_their_right_arm_to_reach_their_head,28,True
8577,0.6894,0.5891,0.4062,Someone_works_out_with_push-ups,34,True
8578,0.7458,0.5447,0.4062,Someone_lifts_their_right_arm_and_touches_their_head,61,True
8579,0.7616,0.5336,0.4064,Someone_reaches_up_with_their_right_arm_to_their_head,88,True
8580,0.6455,0.6296,0.4064,Someone_makes_a_clapping_sound,56,True
8581,0.7739,0.5251,0.4064,An_individual_extends_their_right_arm_to_their_head,45,True
8582,0.7539,0.539,0.4064,A_person_is_completing_push-ups,92,True
8583,0.6526,0.6229,0.4065,Someone_leaps_up_high,53,True
8584,0.5885,0.691,0.4066,An_individual_makes_a_high_jump,75,True
8585,0.7179,0.5664,0.4067,Someone_works_out_with_push-ups,17,True
8586,0.7739,0.5256,0.4067,Someone_raises_their_right_arm_to_reach_their_head,96,True
8587,0.703,0.5787,0.4068,A_person_creates_a_clapping_noise_with_their_hands,29,True
8588,0.7164,0.5679,0.4068,A_person_does_push-ups,51,True
8589,0.7194,0.5654,0.4068,A_person_is_completing_push-ups,57,True
8590,0.7764,0.5241,0.4069,Someone_touches_their_toes_and_then_lifts_themselves_up,52,True
8591,0.6904,0.5894,0.4069,Someone_brings_their_knee_up_to_their_chest,16,True
8592,0.6349,0.6409,0.4069,A_person_jumps_very_high,3,True
8593,0.7324,0.5556,0.4069,Someone_raises_their_right_arm_to_reach_their_head,58,True
8594,0.7083,0.5746,0.407,An_individual_is_doing_push-ups,69,True
8595,0.6783,0.6,0.407,Someone_gestures_with_their_left_arm,73,True
8596,0.5684,0.7163,0.4071,Someone_positions_their_knee_at_chest_height,51,True
8597,0.7185,0.5667,0.4071,Someone_applauds_by_clapping,31,True
8598,0.7162,0.5685,0.4072,Someone_gestures_with_their_left_arm,51,True
8599,0.7059,0.5769,0.4072,A_person_spins_in_a_pirouette,89,True
8600,0.729,0.5586,0.4072,Someone_gestures_with_their_left_arm,54,True
8601,0.6449,0.6315,0.4073,Someone_makes_a_full_turn_in_a_pirouette,69,True
8602,0.6929,0.5878,0.4073,A_person_practices_push-ups,86,True
8603,0.7507,0.5427,0.4074,A_person_raises_the_right_arm_to_touch_their_head,23,True
8604,0.8113,0.5023,0.4075,Someone_lifts_their_right_arm_and_touches_their_head,53,True
8605,0.7622,0.5347,0.4075,An_individual_waves_hello_with_their_left_arm,44,True
8606,0.7346,0.5549,0.4076,An_individual_is_doing_push-ups,35,True
8607,0.6824,0.5975,0.4077,An_individual_makes_a_clapping_motion,73,True
8608,0.7179,0.568,0.4078,A_person_brings_their_right_arm_up_to_their_head,71,True
8609,0.6946,0.5871,0.4078,A_person_is_completing_push-ups,79,True
8610,0.6667,0.6118,0.4079,A_person_lifts_their_left_arm_to_signal,81,True
8611,0.7616,0.5355,0.4079,A_person_lifts_their_right_arm_to_touch_their_head,1,True
8612,0.5675,0.7189,0.408,A_person_does_a_high_jump,76,True
8613,0.7166,0.5695,0.4081,A_person_does_push-ups,91,True
8614,0.6624,0.6162,0.4082,An_individual_makes_a_clapping_motion,98,True
8615,0.6522,0.626,0.4083,A_person_spins_in_a_pirouette,58,True
8616,0.6602,0.6186,0.4084,A_person_spins_in_a_pirouette,76,True
8617,0.6912,0.5909,0.4084,An_individual_hops_up_high,36,True
8618,0.7661,0.5332,0.4085,A_person_lifts_their_right_arm_to_touch_their_head,75,True
8619,0.6102,0.6699,0.4088,A_person_jumps_really_high,2,True
8620,0.6908,0.592,0.4089,Someone_gestures_with_their_left_arm,19,True
8621,0.6774,0.6038,0.409,An_individual_makes_a_clapping_motion,72,True
8622,0.6223,0.6574,0.4091,A_person_creates_a_clapping_noise_with_their_hands,91,True
8623,0.6143,0.6659,0.4091,An_individual_makes_a_high_jump,29,True
8624,0.6934,0.5901,0.4092,A_person_is_completing_push-ups,81,True
8625,0.7499,0.5456,0.4092,Someone_raises_their_right_arm_to_reach_their_head,27,True
8626,0.7595,0.5388,0.4092,A_person_brings_their_right_arm_up_to_their_head,75,True
8627,0.5971,0.6855,0.4093,A_person_does_a_forward_roll_and_gets_up,30,True
8628,0.7569,0.5407,0.4093,A_person_brings_their_right_arm_up_to_their_head,10,True
8629,0.7072,0.5787,0.4093,A_person_is_completing_push-ups,4,True
8630,0.65,0.6299,0.4094,An_individual_makes_a_clapping_motion,44,True
8631,0.7314,0.5599,0.4095,Someone_raises_their_right_arm_to_reach_their_head,6,True
8632,0.6526,0.6275,0.4095,An_individual_makes_a_clapping_motion,76,True
8633,0.6666,0.6143,0.4095,An_individual_makes_a_clapping_motion,8,True
8634,0.7835,0.5227,0.4096,A_person_moves_their_right_arm_to_touch_their_head,52,True
8635,0.7877,0.5201,0.4097,A_person_moves_their_right_arm_to_touch_their_head,23,True
8636,0.6969,0.588,0.4098,Someone_leans_down_to_touch_their_toes_and_stands_back_up,53,True
8637,0.7552,0.5426,0.4098,A_person_raises_the_right_arm_to_touch_their_head,13,True
8638,0.7304,0.561,0.4098,A_person_moves_their_right_arm_to_touch_their_head,18,True
8639,0.6241,0.6567,0.4099,A_person_goes_up_into_the_air,57,True
8640,0.6341,0.6464,0.4099,A_person_creates_a_clapping_noise_with_their_hands,30,True
8641,0.7345,0.5581,0.4099,A_person_does_push-ups,80,True
8642,0.6441,0.6365,0.4099,An_individual_hops_up_high,44,True
8643,0.7453,0.5501,0.41,An_individual_uses_their_left_arm_to_wave,20,True
8644,0.6911,0.5933,0.41,A_person_turns_around_in_a_pirouette,40,True
8645,0.6583,0.6229,0.41,An_individual_makes_a_clapping_motion,29,True
8646,0.7767,0.5279,0.41,An_individual_brings_their_right_arm_up_to_their_head,79,True
8647,0.665,0.6165,0.41,Someone_shoves_a_weighty_object,63,True
8648,0.7355,0.5575,0.4101,A_person_positions_their_right_arm_to_touch_their_head,32,True
8649,0.7271,0.5641,0.4101,A_person_does_push-ups,18,True
8650,0.6794,0.6036,0.4101,A_person_swings_their_left_arm_back_and_forth,49,True
8651,0.7764,0.5283,0.4101,Someone_raises_their_right_arm_to_reach_their_head,29,True
8652,0.8021,0.5113,0.4101,An_individual_extends_their_right_arm_to_their_head,81,True
8653,0.6559,0.6255,0.4102,A_person_carries_out_push-ups,58,True
8654,0.7024,0.584,0.4102,An_individual_does_a_set_of_push-ups,84,True
8655,0.6809,0.6024,0.4102,An_individual_makes_a_clapping_motion,96,True
8656,0.7084,0.579,0.4102,A_person_does_push-ups,13,True
8657,0.5868,0.699,0.4102,A_person_jumps_really_high,28,True
8658,0.7454,0.5504,0.4103,An_individual_does_a_set_of_push-ups,83,True
8659,0.6131,0.6692,0.4103,An_individual_makes_a_high_jump,66,True
8660,0.595,0.6896,0.4103,Someone_makes_a_clapping_sound,63,True
8661,0.6572,0.6243,0.4103,A_person_swings_their_left_arm_back_and_forth,50,True
8662,0.6519,0.6296,0.4104,An_individual_hops_up_high,37,True
8663,0.7389,0.5554,0.4104,A_person_does_push-ups,62,True
8664,0.732,0.5607,0.4105,An_individual_uses_their_left_arm_to_wave,29,True
8665,0.7212,0.5692,0.4105,Someone_gestures_with_their_left_arm,0,True
8666,0.6648,0.6175,0.4105,An_individual_brings_their_knee_close_to_their_chest,92,True
8667,0.6363,0.6455,0.4107,A_person_jumps_really_high,38,True
8668,0.6218,0.6606,0.4108,Someone_gestures_with_their_left_arm,64,True
8669,0.7056,0.5823,0.4109,An_individual_extends_their_right_arm_to_their_head,10,True
8670,0.7418,0.554,0.4109,An_individual_brings_their_knee_close_to_their_chest,82,True
8671,0.7713,0.5327,0.4109,Someone_waves_their_left_arm,34,True
8672,0.6008,0.6839,0.4109,A_person_jumps_very_high,2,True
8673,0.6221,0.6607,0.411,Someone_applauds_by_clapping,60,True
8674,0.699,0.5881,0.4111,A_person_spins_in_a_pirouette,53,True
8675,0.7205,0.5706,0.4111,A_person_practices_push-ups,67,True
8676,0.7793,0.5275,0.4111,Someone_raises_their_right_arm_to_reach_their_head,81,True
8677,0.6762,0.6081,0.4112,A_person_does_a_forward_roll_and_gets_up,27,True
8678,0.6495,0.6331,0.4112,Someone_makes_a_clapping_sound,70,True
8679,0.7696,0.5342,0.4112,An_individual_extends_their_right_arm_to_their_head,50,True
8680,0.768,0.5355,0.4113,A_person_moves_their_right_arm_to_touch_their_head,90,True
8681,0.7879,0.522,0.4113,An_individual_brings_their_right_arm_up_to_their_head,25,True
8682,0.747,0.5506,0.4113,An_individual_does_a_set_of_push-ups,86,True
8683,0.6461,0.6369,0.4115,Someone_leaps_up_high,70,True
8684,0.667,0.6171,0.4116,Someone_leaps_up_high,96,True
8685,0.6781,0.607,0.4116,A_person_jumps_straight_up,97,True
8686,0.6152,0.6693,0.4117,A_person_does_a_high_jump,37,True
8687,0.6828,0.6031,0.4118,Someone_makes_a_clapping_sound,59,True
8688,0.8087,0.5094,0.4119,Someone_waves_their_left_arm,81,True
8689,0.7848,0.5248,0.4119,Someone_waves_with_their_left_arm,90,True
8690,0.6336,0.6502,0.412,An_individual_jumps_up_into_the_air,52,True
8691,0.6814,0.6047,0.412,An_individual_raises_their_left_arm_to_wave,21,True
8692,0.7723,0.5336,0.4121,A_person_lifts_their_right_arm_to_touch_their_head,33,True
8693,0.7721,0.5338,0.4121,An_individual_uses_their_left_arm_to_wave,36,True
8694,0.8049,0.5122,0.4122,An_individual_extends_their_right_arm_to_their_head,53,True
8695,0.5687,0.7249,0.4122,A_person_jumps_very_high,89,True
8696,0.6345,0.6498,0.4123,A_person_stretches_to_touch_their_toes_and_then_rises,51,True
8697,0.7647,0.5392,0.4123,An_individual_waves_hello_with_their_left_arm,85,True
8698,0.6697,0.6156,0.4123,Someone_touches_their_toes_and_stands_back_up,58,True
8699,0.764,0.5397,0.4123,A_person_raises_the_right_arm_to_touch_their_head,98,True
8700,0.6759,0.6103,0.4124,An_individual_dances_a_pirouette,22,True
8701,0.6796,0.6069,0.4125,A_person_carries_out_push-ups,23,True
8702,0.7479,0.5515,0.4125,Someone_touches_their_toes_and_then_lifts_themselves_up,96,True
8703,0.715,0.5769,0.4125,A_person_carries_out_push-ups,47,True
8704,0.6869,0.6007,0.4126,A_person_turns_around_in_a_pirouette,70,True
8705,0.7276,0.5671,0.4126,A_person_turns_around_in_a_pirouette,41,True
8706,0.7801,0.529,0.4127,An_individual_brings_their_right_arm_up_to_their_head,92,True
8707,0.5747,0.7182,0.4127,A_person_jumps_very_high,44,True
8708,0.6488,0.6361,0.4127,An_individual_tumbles_forward_and_then_gets_up,12,True
8709,0.743,0.5554,0.4127,An_individual_uses_their_left_arm_to_wave,67,True
8710,0.7046,0.5858,0.4128,A_person_does_push-ups,66,True
8711,0.6936,0.5953,0.4129,Someone_works_out_with_push-ups,97,True
8712,0.6982,0.5915,0.413,A_person_spins_in_a_pirouette,23,True
8713,0.7365,0.5607,0.413,An_individual_does_a_set_of_push-ups,32,True
8714,0.7701,0.5363,0.4131,An_individual_brings_their_right_arm_up_to_their_head,3,True
8715,0.6109,0.6761,0.4131,An_individual_hops_up_high,66,True
8716,0.7016,0.5888,0.4132,A_person_turns_around_in_a_pirouette,72,True
8717,0.7578,0.5453,0.4133,Someone_raises_their_right_arm_to_reach_their_head,56,True
8718,0.7485,0.5522,0.4133,Someone_raises_their_right_arm_to_reach_their_head,59,True
8719,0.6815,0.6066,0.4134,An_individual_makes_a_clapping_motion,56,True
8720,0.7451,0.5548,0.4134,A_person_positions_their_right_arm_to_touch_their_head,45,True
8721,0.6423,0.6437,0.4135,An_individual_makes_a_clapping_motion,64,True
8722,0.7354,0.5624,0.4136,A_person_does_push-ups,45,True
8723,0.6989,0.5917,0.4136,Someone_touches_their_toes_and_then_lifts_themselves_up,24,True
8724,0.6711,0.6163,0.4136,A_person_does_a_forward_roll_and_gets_up,58,True
8725,0.7815,0.5296,0.4139,A_person_lifts_their_right_arm_to_touch_their_head,14,True
8726,0.7859,0.5266,0.4139,A_person_raises_the_right_arm_to_touch_their_head,74,True
8727,0.6972,0.5936,0.4139,An_individual_jumps_up_into_the_air,4,True
8728,0.7743,0.5346,0.4139,A_person_moves_their_right_arm_to_touch_their_head,27,True
8729,0.7928,0.5221,0.4139,Someone_lifts_their_right_arm_and_touches_their_head,35,True
8730,0.694,0.5966,0.414,A_person_is_completing_push-ups,24,True
8731,0.6728,0.6155,0.4141,An_individual_makes_a_clapping_motion,5,True
8732,0.6834,0.606,0.4141,A_person_spins_in_a_pirouette,14,True
8733,0.7188,0.5761,0.4141,Someone_executes_push-ups,91,True
8734,0.7242,0.5719,0.4141,Someone_executes_push-ups,19,True
8735,0.7831,0.529,0.4142,An_individual_waves_hello_with_their_left_arm,53,True
8736,0.7539,0.5495,0.4143,A_person_brings_their_right_arm_up_to_their_head,51,True
8737,0.7932,0.5224,0.4144,Someone_waves_their_left_arm,1,True
8738,0.6321,0.6557,0.4144,A_person_claps_their_hands,19,True
8739,0.7055,0.5876,0.4145,A_person_does_a_forward_roll_and_gets_up,76,True
8740,0.6368,0.6512,0.4147,Someone_does_a_quick_spin_in_a_pirouette,71,True
8741,0.7066,0.587,0.4148,An_individual_is_doing_push-ups,56,True
8742,0.6446,0.6436,0.4148,An_individual_makes_a_clapping_motion,20,True
8743,0.6694,0.6199,0.4149,A_person_does_a_forward_roll_and_gets_up,11,True
8744,0.7752,0.5353,0.415,Someone_waves_with_their_left_arm,96,True
8745,0.6885,0.6028,0.415,An_individual_dances_a_pirouette,52,True
8746,0.7185,0.5776,0.415,An_individual_is_doing_push-ups,83,True
8747,0.7135,0.5816,0.415,Someone_leans_down_to_touch_their_toes_and_stands_back_up,25,True
8748,0.7395,0.5614,0.4151,Someone_works_out_with_push-ups,57,True
8749,0.778,0.5336,0.4151,A_person_lifts_their_right_arm_to_touch_their_head,19,True
8750,0.741,0.5602,0.4151,An_individual_waves_hello_with_their_left_arm,51,True
8751,0.6226,0.6668,0.4151,A_person_does_a_forward_roll_and_gets_up,31,True
8752,0.7329,0.5667,0.4153,Someone_raises_their_right_arm_to_reach_their_head,64,True
8753,0.7449,0.5576,0.4154,An_individual_uses_their_left_arm_to_wave,8,True
8754,0.6201,0.6705,0.4157,Someone_does_a_pirouette,11,True
8755,0.6041,0.6884,0.4158,A_person_jumps_really_high,90,True
8756,0.8104,0.5131,0.4158,Someone_waves_their_left_arm,38,True
8757,0.5901,0.7049,0.4159,A_person_lifts_their_left_arm_to_signal,36,True
8758,0.7615,0.5463,0.416,A_person_raises_the_right_arm_to_touch_their_head,67,True
8759,0.6559,0.6341,0.416,An_individual_raises_their_right_arm_to_make_contact_with_their_head,14,True
8760,0.6858,0.6068,0.4161,Someone_makes_a_full_turn_in_a_pirouette,70,True
8761,0.6545,0.6358,0.4161,A_person_claps_their_hands,91,True
8762,0.7966,0.5224,0.4161,Someone_lifts_their_right_arm_and_touches_their_head,81,True
8763,0.7058,0.5895,0.4161,Someone_applauds_by_clapping,9,True
8764,0.6909,0.6023,0.4162,Someone_executes_push-ups,29,True
8765,0.7143,0.5826,0.4162,An_individual_is_doing_push-ups,8,True
8766,0.6887,0.6044,0.4163,Someone_gestures_with_their_left_arm,90,True
8767,0.6482,0.6421,0.4163,An_individual_makes_a_clapping_motion,26,True
8768,0.7095,0.5869,0.4164,An_individual_is_doing_push-ups,97,True
8769,0.6422,0.6485,0.4165,An_individual_jumps_up_into_the_air,67,True
8770,0.7449,0.5591,0.4165,A_person_brings_their_right_arm_up_to_their_head,64,True
8771,0.7798,0.5341,0.4165,Someone_reaches_up_with_their_right_arm_to_their_head,0,True
8772,0.7483,0.5567,0.4166,An_individual_brings_their_knee_close_to_their_chest,36,True
8773,0.7777,0.536,0.4168,Someone_waves_their_left_arm,52,True
8774,0.7742,0.5383,0.4168,Someone_moves_their_left_arm_to_greet,90,True
8775,0.8057,0.5173,0.4168,Someone_lifts_their_right_arm_and_touches_their_head,39,True
8776,0.7578,0.55,0.4168,A_person_does_push-ups,1,True
8777,0.8149,0.5115,0.4169,Someone_lifts_their_right_arm_and_touches_their_head,73,True
8778,0.7388,0.5644,0.417,Someone_works_out_with_push-ups,36,True
8779,0.7457,0.5592,0.417,A_person_raises_the_right_arm_to_touch_their_head,27,True
8780,0.679,0.6143,0.4171,A_person_spins_in_a_pirouette,60,True
8781,0.6663,0.626,0.4171,A_person_carries_out_push-ups,46,True
8782,0.6544,0.6374,0.4172,An_individual_jumps_up_into_the_air,99,True
8783,0.5945,0.7017,0.4172,An_individual_exerts_force_on_a_heavy_object,26,True
8784,0.6577,0.6345,0.4173,Someone_makes_a_clapping_sound,2,True
8785,0.7115,0.5868,0.4175,An_individual_is_doing_push-ups,85,True
8786,0.7719,0.5409,0.4175,Someone_lifts_their_right_arm_and_touches_their_head,37,True
8787,0.7765,0.5377,0.4175,A_person_lifts_their_right_arm_to_touch_their_head,51,True
8788,0.7245,0.5765,0.4177,A_person_jumps_straight_up,48,True
8789,0.6656,0.6276,0.4178,Someone_leaps_up_high,24,True
8790,0.6582,0.6347,0.4178,A_person_jumps_straight_up,12,True
8791,0.7632,0.5475,0.4179,A_person_positions_their_right_arm_to_touch_their_head,24,True
8792,0.7758,0.5387,0.4179,Someone_moves_their_left_arm_to_greet,27,True
8793,0.7328,0.5705,0.418,An_individual_is_doing_push-ups,23,True
8794,0.6469,0.6463,0.4181,A_person_creates_a_clapping_noise_with_their_hands,79,True
8795,0.7424,0.5632,0.4181,A_person_moves_their_right_arm_to_touch_their_head,30,True
8796,0.6295,0.6641,0.4181,An_individual_jumps_up_into_the_air,44,True
8797,0.731,0.572,0.4181,An_individual_is_doing_push-ups,31,True
8798,0.5742,0.7282,0.4182,An_individual_hops_up_high,29,True
8799,0.6617,0.632,0.4182,Someone_does_a_quick_spin_in_a_pirouette,39,True
8800,0.798,0.5241,0.4183,A_person_moves_their_right_arm_to_touch_their_head,8,True
8801,0.72,0.5809,0.4183,An_individual_is_doing_push-ups,9,True
8802,0.7074,0.5913,0.4183,A_person_creates_a_clapping_noise_with_their_hands,11,True
8803,0.7199,0.581,0.4183,Someone_leans_down_to_touch_their_toes_and_stands_back_up,96,True
8804,0.7886,0.5304,0.4183,An_individual_brings_their_right_arm_up_to_their_head,72,True
8805,0.7247,0.5773,0.4184,A_person_does_push-ups,14,True
8806,0.6521,0.6416,0.4184,Someone_makes_a_clapping_sound,72,True
8807,0.7026,0.5956,0.4184,An_individual_is_doing_push-ups,14,True
8808,0.7266,0.5758,0.4184,An_individual_is_doing_push-ups,60,True
8809,0.6705,0.6241,0.4185,A_person_swings_their_left_arm_back_and_forth,93,True
8810,0.7447,0.5621,0.4186,A_person_is_completing_push-ups,42,True
8811,0.6393,0.6548,0.4186,Someone_pushes_off_the_ground_and_rises,29,True
8812,0.5969,0.7015,0.4187,A_person_jumps_very_high,19,True
8813,0.741,0.565,0.4187,A_person_positions_their_right_arm_to_touch_their_head,44,True
8814,0.7673,0.5456,0.4187,Someone_moves_their_left_arm_to_greet,88,True
8815,0.7508,0.5579,0.4188,A_person_lifts_their_right_arm_to_touch_their_head,0,True
8816,0.6965,0.6012,0.4188,Someone_executes_push-ups,48,True
8817,0.8136,0.5149,0.4189,Someone_waves_their_left_arm,6,True
8818,0.7607,0.5509,0.4191,Someone_waves_with_their_left_arm,48,True
8819,0.7228,0.5798,0.4191,A_person_practices_push-ups,39,True
8820,0.7266,0.5768,0.4191,A_person_does_push-ups,38,True
8821,0.7324,0.5723,0.4192,An_individual_waves_hello_with_their_left_arm,52,True
8822,0.7198,0.5823,0.4192,An_individual_is_doing_push-ups,52,True
8823,0.8071,0.5195,0.4193,Someone_waves_their_left_arm,57,True
8824,0.6008,0.698,0.4194,A_person_claps_their_hands,30,True
8825,0.7867,0.5334,0.4196,Someone_waves_their_left_arm,41,True
8826,0.7154,0.5865,0.4196,A_person_is_completing_push-ups,26,True
8827,0.7708,0.5444,0.4197,A_person_positions_their_right_arm_to_touch_their_head,31,True
8828,0.6395,0.6562,0.4197,An_individual_hops_up_high,33,True
8829,0.6703,0.6261,0.4197,A_person_creates_a_clapping_noise_with_their_hands,48,True
8830,0.62,0.6772,0.4198,A_person_jumps_really_high,71,True
8831,0.7774,0.54,0.4198,A_person_moves_their_right_arm_to_touch_their_head,57,True
8832,0.7074,0.5935,0.4199,A_person_moves_their_right_arm_to_touch_their_head,99,True
8833,0.7777,0.5399,0.4199,An_individual_uses_their_left_arm_to_wave,37,True
8834,0.8197,0.5123,0.42,Someone_waves_their_left_arm,76,True
8835,0.6289,0.668,0.4201,A_person_jumps_straight_up,62,True
8836,0.8044,0.5222,0.4201,Someone_waves_their_left_arm,65,True
8837,0.725,0.5796,0.4202,Someone_executes_push-ups,99,True
8838,0.7677,0.5473,0.4202,Someone_raises_their_right_arm_to_reach_their_head,82,True
8839,0.7102,0.5917,0.4202,A_person_is_completing_push-ups,14,True
8840,0.7098,0.592,0.4202,A_person_does_push-ups,85,True
8841,0.5928,0.7089,0.4203,An_individual_hops_up_high,41,True
8842,0.6925,0.6069,0.4203,Someone_applauds_by_clapping,74,True
8843,0.7516,0.5593,0.4204,Someone_raises_their_right_arm_to_reach_their_head,43,True
8844,0.8122,0.5178,0.4205,Someone_waves_their_left_arm,73,True
8845,0.6869,0.6122,0.4205,Someone_applauds_by_clapping,79,True
8846,0.6939,0.6061,0.4206,An_individual_makes_a_high_jump,64,True
8847,0.6172,0.6816,0.4206,An_individual_makes_a_high_jump,48,True
8848,0.7393,0.569,0.4207,Someone_works_out_with_push-ups,63,True
8849,0.6963,0.6044,0.4208,A_person_creates_a_clapping_noise_with_their_hands,92,True
8850,0.6756,0.6229,0.4208,An_individual_raises_their_right_arm_to_make_contact_with_their_head,91,True
8851,0.6562,0.6414,0.4209,A_person_rolls_forward_and_returns_to_a_standing_position,89,True
8852,0.6761,0.6225,0.4209,A_person_performs_push-ups,51,True
8853,0.7639,0.551,0.4209,An_individual_uses_their_left_arm_to_wave,11,True
8854,0.7286,0.5777,0.4209,An_individual_does_a_set_of_push-ups,99,True
8855,0.6704,0.6278,0.4209,A_person_does_a_forward_roll_and_gets_up,65,True
8856,0.6747,0.6237,0.4209,Someone_brings_their_knee_up_to_their_chest,98,True
8857,0.7365,0.5717,0.4211,An_individual_does_a_turning_pirouette,91,True
8858,0.6903,0.6099,0.4211,A_person_turns_around_in_a_pirouette,10,True
8859,0.7553,0.5577,0.4212,A_person_raises_the_right_arm_to_touch_their_head,57,True
8860,0.6822,0.6176,0.4213,A_person_pulls_their_knee_up_to_their_chest,59,True
8861,0.6649,0.6337,0.4214,Someone_makes_a_clapping_sound,1,True
8862,0.6745,0.6248,0.4214,A_person_spins_in_a_pirouette,95,True
8863,0.5976,0.7054,0.4215,A_person_jumps_very_high,46,True
8864,0.6585,0.6403,0.4216,An_individual_makes_a_clapping_motion,35,True
8865,0.7435,0.567,0.4216,A_person_raises_the_right_arm_to_touch_their_head,89,True
8866,0.6906,0.6105,0.4216,An_individual_hops_up_high,86,True
8867,0.7695,0.5482,0.4218,An_individual_uses_their_left_arm_to_wave,38,True
8868,0.6485,0.6506,0.4219,An_individual_makes_a_high_jump,98,True
8869,0.7922,0.5329,0.4221,Someone_lifts_their_right_arm_and_touches_their_head,63,True
8870,0.7545,0.5594,0.4221,An_individual_does_a_set_of_push-ups,76,True
8871,0.8012,0.5269,0.4221,Someone_waves_their_left_arm,23,True
8872,0.727,0.5806,0.4221,A_person_carries_out_push-ups,62,True
8873,0.726,0.5815,0.4221,Someone_executes_push-ups,42,True
8874,0.7142,0.5912,0.4222,Someone_works_out_with_push-ups,38,True
8875,0.6432,0.6564,0.4222,An_individual_pushes_a_heavy_item,88,True
8876,0.6861,0.6154,0.4222,An_individual_makes_a_clapping_motion,90,True
8877,0.7724,0.5468,0.4223,Someone_raises_their_right_arm_to_reach_their_head,95,True
8878,0.7019,0.6017,0.4223,A_person_spins_in_a_pirouette,7,True
8879,0.8249,0.512,0.4223,Someone_waves_their_left_arm,86,True
8880,0.7304,0.5783,0.4224,A_person_does_push-ups,81,True
8881,0.7781,0.5431,0.4225,A_person_lifts_their_right_arm_to_touch_their_head,10,True
8882,0.7211,0.5859,0.4225,An_individual_extends_their_right_arm_to_their_head,37,True
8883,0.674,0.6269,0.4225,A_person_creates_a_clapping_noise_with_their_hands,20,True
8884,0.7524,0.5615,0.4225,A_person_moves_their_right_arm_to_touch_their_head,22,True
8885,0.804,0.5255,0.4225,Someone_lifts_their_right_arm_and_touches_their_head,21,True
8886,0.6616,0.6389,0.4226,A_person_goes_up_into_the_air,51,True
8887,0.6807,0.6208,0.4226,A_person_creates_a_clapping_noise_with_their_hands,19,True
8888,0.7031,0.601,0.4226,A_person_carries_out_push-ups,37,True
8889,0.7531,0.5611,0.4226,A_person_brings_their_right_arm_up_to_their_head,82,True
8890,0.7096,0.5957,0.4227,An_individual_hops_up_high,3,True
8891,0.7634,0.5537,0.4227,Someone_raises_their_right_arm_to_reach_their_head,9,True
8892,0.811,0.5212,0.4227,Someone_waves_their_left_arm,51,True
8893,0.6543,0.646,0.4227,A_person_jumps_really_high,52,True
8894,0.6871,0.6152,0.4227,Someone_leans_down_to_touch_their_toes_and_stands_back_up,91,True
8895,0.6749,0.6263,0.4227,A_person_creates_a_clapping_noise_with_their_hands,22,True
8896,0.7182,0.5888,0.4228,An_individual_is_doing_push-ups,80,True
8897,0.7984,0.5296,0.4228,Someone_raises_their_right_arm_to_reach_their_head,25,True
8898,0.6323,0.6687,0.4228,A_person_creates_a_clapping_noise_with_their_hands,97,True
8899,0.7759,0.545,0.4229,A_person_brings_their_right_arm_up_to_their_head,87,True
8900,0.7991,0.5292,0.4229,Someone_waves_with_their_left_arm,25,True
8901,0.8108,0.5218,0.4231,A_person_raises_the_right_arm_to_touch_their_head,56,True
8902,0.7065,0.5992,0.4233,A_person_practices_push-ups,72,True
8903,0.7233,0.5854,0.4234,A_person_carries_out_push-ups,79,True
8904,0.6614,0.6402,0.4234,An_individual_jumps_up_into_the_air,62,True
8905,0.777,0.5451,0.4235,An_individual_brings_their_right_arm_up_to_their_head,2,True
8906,0.8204,0.5163,0.4236,Someone_lifts_their_right_arm_and_touches_their_head,52,True
8907,0.5504,0.7695,0.4236,A_person_does_a_high_jump,24,True
8908,0.7875,0.5379,0.4236,Someone_waves_with_their_left_arm,93,True
8909,0.726,0.5836,0.4237,Someone_executes_push-ups,31,True
8910,0.7916,0.5352,0.4237,An_individual_brings_their_right_arm_up_to_their_head,77,True
8911,0.6862,0.6174,0.4237,Someone_applauds_by_clapping,22,True
8912,0.7523,0.5635,0.4239,A_person_positions_their_right_arm_to_touch_their_head,93,True
8913,0.7433,0.5703,0.4239,A_person_raises_the_right_arm_to_touch_their_head,69,True
8914,0.7302,0.5807,0.424,An_individual_is_doing_push-ups,68,True
8915,0.8072,0.5252,0.424,Someone_lifts_their_right_arm_and_touches_their_head,2,True
8916,0.7986,0.531,0.424,Someone_lifts_their_right_arm_and_touches_their_head,65,True
8917,0.7279,0.5825,0.424,A_person_carries_out_push-ups,36,True
8918,0.7298,0.5813,0.4242,A_person_is_completing_push-ups,83,True
8919,0.7542,0.5627,0.4244,A_person_brings_their_right_arm_up_to_their_head,61,True
8920,0.6764,0.6275,0.4244,An_individual_raises_their_right_arm_to_make_contact_with_their_head,75,True
8921,0.7085,0.5991,0.4245,An_individual_lifts_a_knee_up_to_their_chest,92,True
8922,0.7698,0.5516,0.4246,An_individual_extends_their_right_arm_to_their_head,52,True
8923,0.7345,0.5781,0.4246,A_person_practices_push-ups,18,True
8924,0.7339,0.5786,0.4246,A_person_turns_around_in_a_pirouette,56,True
8925,0.7408,0.5732,0.4247,Someone_executes_push-ups,56,True
